years_since_last_eval,confidence_level,risk_tier
1.4948665297741273,3,Low
0.3066392881587953,1,Low
0.3066392881587953,1,Low
1.0924024640657084,3,Low
1.0924024640657084,3,Low
0.9965776865160848,3,Low
0.9965776865160848,3,Low
0.919917864476386,3,Low
0.919917864476386,3,Low
5.180013689253936,1,High
5.180013689253936,1,High
23.1813826146475,1,High
23.1813826146475,1,High
0.919917864476386,3,Low
0.919917864476386,3,Low
1.3990417522245038,3,Low
1.3990417522245038,3,Low
15.898699520876113,1,Critical
15.898699520876113,1,Critical
4.238193018480493,2,Moderate
4.238193018480493,2,Moderate
14.600958247775496,1,Critical
14.600958247775496,1,Critical
15.898699520876113,1,Critical
15.898699520876113,1,Critical
0.4736481861738535,1,Low
0.4736481861738535,1,Low
1.8151950718685832,3,Low
1.8151950718685832,3,Low
3.540041067761807,3,Low
3.540041067761807,3,Low
34.18480492813142,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
0.2381930184804928,1,Low
0.2381930184804928,1,Low
31.76728268309377,1,Critical
31.76728268309377,1,Critical
0.2874743326488706,3,Low
0.2874743326488706,3,Low
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
33.097878165639976,1,Critical
32.51745379876797,1,Critical
32.51745379876797,1,Critical
33.097878165639976,1,Critical
1.1526351813826146,3,Low
1.1526351813826146,3,Low
0.0793976728268309,3,Low
0.0793976728268309,3,Low
0.5119780971937029,3,Low
0.5119780971937029,3,Low
0.8870636550308009,3,Low
0.8870636550308009,3,Low
0.8761122518822724,1,Low
0.8761122518822724,1,Low
0.4243668720054757,3,Low
0.4243668720054757,3,Low
27.76728268309377,1,Critical
27.76728268309377,1,Critical
1.0184804928131417,3,Low
1.0184804928131417,3,Low
28.56947296372348,1,Critical
0.8624229979466119,3,Low
0.8624229979466119,3,Low
0.8432580424366872,3,Low
0.8432580424366872,3,Low
0.969199178644764,3,Low
0.969199178644764,3,Low
0.1670088980150581,3,Low
0.1670088980150581,3,Low
2.269678302532512,3,Low
2.269678302532512,3,Low
1.0841889117043122,3,Low
1.0841889117043122,3,Low
0.2655715263518138,3,Low
0.2655715263518138,3,Low
23.014373716632445,1,Critical
0.9637234770704995,3,Low
0.9637234770704995,3,Low
0.9582477754962354,3,Low
0.9582477754962354,3,Low
1.3880903490759753,3,Low
1.3880903490759753,3,Low
22.647501711156742,1,Critical
22.647501711156742,1,Critical
22.18206707734429,1,Critical
22.18206707734429,1,Critical
2.869267624914442,3,Moderate
2.869267624914442,3,Moderate
2.587268993839836,3,Low
2.587268993839836,3,Low
1.056810403832991,2,Moderate
1.056810403832991,2,Moderate
21.180013689253936,1,Critical
0.3230663928815879,3,Low
0.3230663928815879,3,Low
21.097878165639973,1,High
21.097878165639973,1,High
0.5338809034907598,3,Low
0.5338809034907598,3,Low
1.111567419575633,3,Low
1.111567419575633,3,Low
1.7659137577002053,3,Low
1.7659137577002053,3,Low
1.8699520876112248,3,Low
1.8699520876112248,3,Low
1.9876796714579053,3,Low
1.9876796714579053,3,Low
32.59958932238193,1,Critical
32.59958932238193,1,Critical
1.5304585900068446,2,Moderate
1.5304585900068446,2,Moderate
1.7440109514031483,3,Low
1.7440109514031483,3,Low
34.09993155373032,1,Critical
34.09993155373032,1,Critical
1.2457221081451062,1,Low
1.2457221081451062,1,Low
34.09993155373032,1,Critical
34.09993155373032,1,Critical
1.7467488021902806,3,Low
1.7467488021902806,3,Low
26.015058179329227,1,Critical
26.015058179329227,1,Critical
28.01368925393566,1,Critical
28.01368925393566,1,Critical
33.68377823408624,1,Critical
33.68377823408624,1,Critical
32.18069815195072,1,Critical
32.18069815195072,1,Critical
29.180013689253936,1,Critical
29.180013689253936,1,Critical
26.51882272416153,1,Critical
26.51882272416153,1,Critical
2.0917180013689256,3,Low
2.0917180013689256,3,Low
1.618069815195072,2,Moderate
1.618069815195072,2,Moderate
1.2566735112936345,3,Low
1.2566735112936345,3,Low
1.2566735112936345,3,Low
1.2566735112936345,3,Low
1.1444216290212184,3,Low
1.1444216290212184,3,Low
0.4900752908966461,3,Low
0.4900752908966461,3,Low
0.3367556468172484,3,Low
0.3367556468172484,3,Low
1.7987679671457906,3,Low
1.7987679671457906,3,Low
33.26488706365503,1,Critical
33.26488706365503,1,Critical
1.3607118412046544,3,Low
1.3607118412046544,3,Low
33.26488706365503,1,Critical
33.26488706365503,1,Critical
16.59958932238193,1,Critical
16.59958932238193,1,Critical
16.59958932238193,1,Critical
16.59958932238193,1,Critical
11.436002737850789,3,Moderate
11.436002737850789,3,Moderate
0.8158795345653662,3,Low
0.8158795345653662,3,Low
7.093771389459275,2,High
7.093771389459275,2,High
1.0130047912388775,2,Moderate
1.0130047912388775,2,Moderate
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
16.517453798767967,1,Critical
0.9363449691991786,3,Low
0.9363449691991786,3,Low
3.123887748117728,1,Moderate
3.123887748117728,1,Moderate
0.2847364818617385,1,Low
0.2847364818617385,1,Low
16.59958932238193,1,Critical
16.59958932238193,1,Critical
16.59958932238193,1,Critical
16.59958932238193,1,Critical
5.8507871321013,2,High
5.8507871321013,2,High
0.5667351129363449,1,Low
0.5667351129363449,1,Low
16.59958932238193,1,Critical
16.59958932238193,1,Critical
4.262833675564682,2,Moderate
4.262833675564682,2,Moderate
16.59958932238193,1,Critical
16.59958932238193,1,Critical
2.2258726899383983,2,Moderate
2.2258726899383983,2,Moderate
16.59958932238193,1,Critical
16.59958932238193,1,Critical
2.3709787816564,3,Low
2.3709787816564,3,Low
29.01300479123888,1,Critical
29.01300479123888,1,Critical
18.85284052019165,1,Critical
18.85284052019165,1,Critical
18.85284052019165,1,Critical
18.85284052019165,1,Critical
18.85284052019165,1,Critical
7.359342915811088,1,High
7.359342915811088,1,High
0.783025325119781,3,Low
0.783025325119781,3,Low
0.6844626967830253,3,Low
0.6844626967830253,3,Low
16.098562628336754,1,High
16.098562628336754,1,High
16.098562628336754,1,High
16.098562628336754,1,High
0.9938398357289528,2,Moderate
0.9938398357289528,2,Moderate
0.6132785763175906,1,Low
0.6132785763175906,1,Low
2.1519507186858315,2,Moderate
2.1519507186858315,2,Moderate
31.43326488706365,1,Critical
31.43326488706365,1,Critical
1.998631074606434,3,Low
1.998631074606434,3,Low
2.078028747433265,3,Low
2.078028747433265,3,Low
29.01300479123888,1,Critical
29.01300479123888,1,Critical
29.01300479123888,1,Critical
29.01300479123888,1,Critical
27.14031485284052,1,Critical
27.14031485284052,1,Critical
0.914442162902122,1,Low
0.914442162902122,1,Low
24.01368925393566,1,Critical
24.01368925393566,1,Critical
24.01368925393566,1,Critical
24.01368925393566,1,Critical
23.43326488706365,1,Critical
23.43326488706365,1,Critical
20.01368925393566,1,Critical
20.01368925393566,1,Critical
0.1314168377823408,3,Low
0.1314168377823408,3,Low
0.3477070499657768,3,Low
0.3477070499657768,3,Low
35.90417522245038,1,Critical
35.90417522245038,1,Critical
4.804928131416838,1,High
4.804928131416838,1,High
0.7255304585900069,3,Low
0.7255304585900069,3,Low
1.571526351813826,3,Low
1.571526351813826,3,Low
0.2108145106091718,3,Low
0.2108145106091718,3,Low
4.804928131416838,1,High
4.804928131416838,1,High
4.804928131416838,1,High
4.804928131416838,1,High
2.11088295687885,3,Moderate
2.11088295687885,3,Moderate
1.8042436687200547,2,Moderate
1.8042436687200547,2,Moderate
31.685147159479808,1,Critical
31.685147159479808,1,Critical
1.6399726214921286,3,Low
1.6399726214921286,3,Low
1.158110882956879,3,Low
1.158110882956879,3,Low
1.6454483230663928,3,Low
1.6454483230663928,3,Low
27.014373716632445,1,Critical
27.014373716632445,1,Critical
0.4353182751540041,1,Low
0.4353182751540041,1,Low
1.0485968514715949,3,Low
1.0485968514715949,3,Low
3.641341546885695,2,Moderate
3.641341546885695,2,Moderate
16.914442162902123,1,Critical
16.914442162902123,1,Critical
1.429158110882957,2,Moderate
1.429158110882957,2,Moderate
35.43326488706366,1,Critical
35.43326488706366,1,Critical
1.3333333333333333,3,Low
1.3333333333333333,3,Low
32.59958932238193,1,Critical
32.59958932238193,1,Critical
28.265571526351813,1,Critical
28.265571526351813,1,Critical
28.265571526351813,1,Critical
28.265571526351813,1,Critical
5.368925393566051,2,High
5.368925393566051,2,High
25.097878165639973,1,Critical
25.097878165639973,1,Critical
15.901437371663244,1,Critical
15.901437371663244,1,Critical
15.901437371663244,1,High
15.901437371663244,1,High
15.901437371663244,1,Critical
15.901437371663244,1,Critical
3.978097193702943,2,Moderate
3.978097193702943,2,Moderate
2.368240930869268,2,Moderate
2.368240930869268,2,Moderate
15.901437371663244,1,Critical
15.901437371663244,1,Critical
0.7446954140999316,3,Low
0.7446954140999316,3,Low
3.181382614647501,2,Moderate
3.181382614647501,2,Moderate
1.626283367556468,3,Low
1.626283367556468,3,Low
30.85284052019165,1,Critical
30.85284052019165,1,Critical
2.6365503080082138,1,Low
2.6365503080082138,1,Low
2.412046543463381,3,Moderate
2.412046543463381,3,Moderate
1.4510609171800135,3,Low
1.4510609171800135,3,Low
1.0184804928131417,3,Low
1.0184804928131417,3,Low
0.1806981519507187,1,Low
0.1806981519507187,1,Low
1.051334702258727,3,Low
1.051334702258727,3,Low
20.347707049965777,1,Critical
20.347707049965777,1,Critical
1.322381930184805,3,Low
1.322381930184805,3,Low
16.928131416837783,1,Critical
16.928131416837783,1,Critical
3.488021902806297,2,Moderate
3.488021902806297,2,Moderate
13.566050650239562,1,Critical
13.566050650239562,1,Critical
29.180013689253936,1,High
29.180013689253936,1,High
5.49760438056126,2,High
5.49760438056126,2,High
28.59958932238193,1,Critical
28.59958932238193,1,Critical
27.51813826146475,1,Critical
27.51813826146475,1,Critical
25.683778234086244,1,Critical
25.683778234086244,1,Critical
25.683778234086244,1,Critical
25.683778234086244,1,Critical
17.089664613278575,1,High
17.089664613278575,1,High
17.097878165639973,1,Critical
17.097878165639973,1,Critical
17.097878165639973,1,Critical
17.097878165639973,1,Critical
17.097878165639973,1,Critical
17.097878165639973,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
1.056810403832991,3,Low
1.056810403832991,3,Low
0.8815879534565366,3,Low
0.8815879534565366,3,Low
1.0485968514715949,3,Low
1.0485968514715949,3,Low
3.4414784394250515,3,Low
3.4414784394250515,3,Low
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.180013689253936,1,Critical
17.286789869952088,1,Critical
17.286789869952088,1,Critical
17.489390828199863,1,Critical
17.489390828199863,1,Critical
0.8514715947980835,1,Low
0.8514715947980835,1,Low
1.0978781656399723,1,Low
1.0978781656399723,1,Low
0.8870636550308009,1,Low
0.8870636550308009,1,Low
33.59890485968515,1,Critical
33.59890485968515,1,Critical
32.68446269678302,1,Critical
32.68446269678302,1,Critical
1.4921286789869952,2,Moderate
1.4921286789869952,2,Moderate
31.59206023271732,1,Critical
31.59206023271732,1,Critical
1.2046543463381243,2,Moderate
1.2046543463381243,2,Moderate
27.51813826146475,1,Critical
27.51813826146475,1,Critical
1.2594113620807663,2,Moderate
1.2594113620807663,2,Moderate
1.4674880219028064,3,Low
1.4674880219028064,3,Low
27.51813826146475,1,Critical
27.51813826146475,1,Critical
2.830937713894593,2,Moderate
2.830937713894593,2,Moderate
0.1341546885694729,1,Low
0.1341546885694729,1,Low
1.273100616016427,3,Low
1.273100616016427,3,Low
1.700205338809035,3,Low
1.700205338809035,3,Low
0.191649555099247,3,Low
0.191649555099247,3,Low
1.659137577002053,3,Low
1.659137577002053,3,Low
15.342915811088297,1,Critical
15.342915811088297,1,Critical
1.4373716632443532,2,Moderate
1.4373716632443532,2,Moderate
2.414784394250513,2,Moderate
2.414784394250513,2,Moderate
0.2245037645448323,3,Low
0.2245037645448323,3,Low
15.433264887063656,1,Critical
15.433264887063656,1,Critical
2.3408624229979464,2,Moderate
2.3408624229979464,2,Moderate
7.422313483915127,3,Low
7.422313483915127,3,Low
7.419575633127994,3,Low
7.419575633127994,3,Low
5.8726899383983575,3,Low
5.8726899383983575,3,Low
5.73305954825462,3,Low
5.73305954825462,3,Low
0.8870636550308009,3,Low
0.8870636550308009,3,Low
7.408624229979466,3,Low
7.408624229979466,3,Low
7.40041067761807,3,Low
7.40041067761807,3,Low
0.9938398357289528,3,Low
0.9938398357289528,3,Low
7.40041067761807,3,Low
7.40041067761807,3,Low
35.832991101984945,1,High
35.832991101984945,1,High
7.416837782340862,3,Low
7.416837782340862,3,Low
7.422313483915127,3,Low
7.422313483915127,3,Low
7.416837782340862,3,Low
7.416837782340862,3,Low
7.36208076659822,3,Low
7.36208076659822,3,Low
4.783025325119781,3,Low
4.783025325119781,3,Low
0.3230663928815879,3,Low
0.3230663928815879,3,Low
7.422313483915127,3,Low
7.422313483915127,3,Low
7.446954140999315,3,Low
7.446954140999315,3,Low
7.422313483915127,3,Low
7.422313483915127,3,Low
7.416837782340862,3,Low
7.416837782340862,3,Low
7.408624229979466,3,Low
7.408624229979466,3,Low
6.677618069815195,3,Moderate
6.677618069815195,3,Moderate
7.408624229979466,3,Low
7.408624229979466,3,Low
7.40041067761807,3,Low
7.40041067761807,3,Low
2.2505133470225878,3,Low
2.2505133470225878,3,Low
7.444216290212183,3,Low
